2025-12-05 00:30:57,498 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:30:57,852 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:57,855 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:57,857 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:57,860 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:57,866 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:57,878 | INFO | XP_MT5_BOT | Rodando teste 3/81: EMA 9/20, SL/TP 15/60
2025-12-05 00:30:57,880 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:57,881 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:57,881 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 15/60.
2025-12-05 00:30:57,884 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:57,889 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:57,895 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:57,898 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:57,901 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1079) < Média + 5% (1266)
2025-12-05 00:30:57,924 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:57,926 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:57,928 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:57,929 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:57,930 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:57,933 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:57,937 | INFO | XP_MT5_BOT | Rodando teste 4/81: EMA 9/20, SL/TP 20/30
2025-12-05 00:30:57,938 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:57,939 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:57,939 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 20/30.
2025-12-05 00:30:57,941 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:57,946 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:57,952 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:57,955 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:57,977 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:57,979 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:57,982 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:57,983 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:57,983 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:57,986 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:57,992 | INFO | XP_MT5_BOT | Rodando teste 5/81: EMA 9/20, SL/TP 20/40
2025-12-05 00:30:57,993 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:57,993 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:57,994 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 20/40.
2025-12-05 00:30:57,996 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,001 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:58,008 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:58,010 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,031 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:58,033 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:58,035 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:58,036 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:58,038 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:58,041 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,045 | INFO | XP_MT5_BOT | Rodando teste 6/81: EMA 9/20, SL/TP 20/60
2025-12-05 00:30:58,046 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:58,046 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,047 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 20/60.
2025-12-05 00:30:58,049 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,053 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:58,060 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:58,063 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,082 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:58,083 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:58,085 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:58,086 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:58,087 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:58,090 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,098 | INFO | XP_MT5_BOT | Rodando teste 7/81: EMA 9/20, SL/TP 30/30
2025-12-05 00:30:58,098 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:58,099 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,099 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 30/30.
2025-12-05 00:30:58,101 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,106 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:58,113 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:58,116 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,137 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:58,139 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:58,142 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:58,143 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:58,144 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:58,147 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,152 | INFO | XP_MT5_BOT | Rodando teste 8/81: EMA 9/20, SL/TP 30/40
2025-12-05 00:30:58,152 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:58,153 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,153 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 30/40.
2025-12-05 00:30:58,155 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,159 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:58,166 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:58,169 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,190 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:58,191 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:58,195 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:58,196 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:58,197 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:58,201 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,205 | INFO | XP_MT5_BOT | Rodando teste 9/81: EMA 9/20, SL/TP 30/60
2025-12-05 00:30:58,206 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:30:58,206 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,207 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 30/60.
2025-12-05 00:30:58,209 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,215 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10009.53) < EMA 200 (10009.82); ❌ Volume: Atual (1032) < Média + 5% (1276)
2025-12-05 00:30:58,221 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10026.79) > EMA 200 (10018.25)
2025-12-05 00:30:58,225 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,245 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10200.46) > EMA 200 (10131.07); ❌ Volume: Atual (1080) < Média + 5% (1258)
2025-12-05 00:30:58,247 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1201) < Média + 5% (1263)
2025-12-05 00:30:58,251 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.50) > EMA 200 (10145.06); ❌ Volume: Atual (1243) < Média + 5% (1414)
2025-12-05 00:30:58,251 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1151) < Média + 5% (1385)
2025-12-05 00:30:58,251 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10211.46) > EMA 200 (10146.47); ❌ Volume: Atual (1039) < Média + 5% (1385)
2025-12-05 00:30:58,254 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,258 | INFO | XP_MT5_BOT | Rodando teste 10/81: EMA 9/26, SL/TP 15/30
2025-12-05 00:30:58,259 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 26.
2025-12-05 00:30:58,260 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,260 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/26. SL/TP: 15/30.
2025-12-05 00:30:58,262 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,268 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1077) < Média + 5% (1277)
2025-12-05 00:30:58,275 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10024.61) > EMA 200 (10018.32)
2025-12-05 00:30:58,277 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,280 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1079) < Média + 5% (1266)
2025-12-05 00:30:58,302 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10202.35) > EMA 200 (10131.78)
2025-12-05 00:30:58,303 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1115) < Média + 5% (1261)
2025-12-05 00:30:58,306 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.43) > EMA 200 (10147.10); ❌ Volume: Atual (1261) < Média + 5% (1374)
2025-12-05 00:30:58,309 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,313 | INFO | XP_MT5_BOT | Rodando teste 11/81: EMA 9/26, SL/TP 15/40
2025-12-05 00:30:58,314 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 26.
2025-12-05 00:30:58,315 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,315 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/26. SL/TP: 15/40.
2025-12-05 00:30:58,318 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,322 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1077) < Média + 5% (1277)
2025-12-05 00:30:58,328 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10024.61) > EMA 200 (10018.32)
2025-12-05 00:30:58,332 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,335 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1079) < Média + 5% (1266)
2025-12-05 00:30:58,359 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10202.35) > EMA 200 (10131.78)
2025-12-05 00:30:58,360 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1115) < Média + 5% (1261)
2025-12-05 00:30:58,363 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.43) > EMA 200 (10147.10); ❌ Volume: Atual (1261) < Média + 5% (1374)
2025-12-05 00:30:58,366 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,370 | INFO | XP_MT5_BOT | Rodando teste 12/81: EMA 9/26, SL/TP 15/60
2025-12-05 00:30:58,371 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 26.
2025-12-05 00:30:58,372 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,373 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/26. SL/TP: 15/60.
2025-12-05 00:30:58,375 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10013.80) > EMA 200 (10013.41); ❌ Volume: Atual (1355) < Média + 5% (1386)
2025-12-05 00:30:58,380 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1077) < Média + 5% (1277)
2025-12-05 00:30:58,387 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10024.61) > EMA 200 (10018.32)
2025-12-05 00:30:58,389 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:30:58,391 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1079) < Média + 5% (1266)
2025-12-05 00:30:58,436 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10202.35) > EMA 200 (10131.78)
2025-12-05 00:30:58,439 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1115) < Média + 5% (1261)
2025-12-05 00:30:58,446 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10210.43) > EMA 200 (10147.10); ❌ Volume: Atual (1261) < Média + 5% (1374)
2025-12-05 00:30:58,450 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1069) < Média + 5% (1345)
2025-12-05 00:30:58,459 | INFO | XP_MT5_BOT | Rodando teste 13/81: EMA 9/26, SL/TP 20/30
2025-12-05 00:30:58,461 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 26.
2025-12-05 00:30:58,462 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 200. Filtro de Volume: 5% acima da média.
2025-12-05 00:30:58,463 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/26. SL/TP: 20/30.
